doc_id,token_num,token_str,term_str
0,0,ARE,are
0,1,V,v
0,2,XE,xe
0,3,OHER,oher
0,4,Tzih,tzih
0,5,varal,varal
0,6,Quiche,quiche
0,7,vbi.,vbi
1,0,Varal,varal
1,1,xchicatzibah,xchicatzibah
1,2,vi,vi
1,3,xchicatiquiba,xchicatiquiba
1,4,vi,vi
1,5,oher,oher
1,6,"tzih,",tzih
1,7,"vticaribal,",vticaribal
1,8,vxenabal,vxenabal
1,9,puch,puch
1,10,ronohel,ronohel
1,11,"xban,",xban
1,12,pa,pa
1,13,tinamit,tinamit
1,14,"quiche,",quiche
1,15,ramac,ramac
1,16,quiche,quiche
1,17,vinac;,vinac
1,18,arecut,arecut
1,19,xchicacam,xchicacam
1,20,vi,vi
1,21,"vcutunizaxic,",vcutunizaxic
1,22,"vcalahobizaxic,",vcalahobizaxic
1,23,vtzihoxic,vtzihoxic
1,24,puch,puch
1,25,euaxibal,euaxibal
1,26,zaquiribal,zaquiribal
1,27,rumal,rumal
1,28,tzacol,tzacol
1,29,bitol,bitol
1,30,"alom,",alom
1,31,qaholom,qaholom
1,32,quibi,quibi
1,33,hun,hun
1,34,ahpu,ahpu
1,35,"vuch,",vuch
1,36,hun,hun
1,37,ahpu,ahpu
1,38,"vtiu,",vtiu
1,39,zaquinimac,zaquinimac
1,40,"tziz,",tziz
1,41,"tepeu,",tepeu
1,42,qucumatz,qucumatz
1,43,vqux,vqux
1,44,"cho,",cho
1,45,vqux,vqux
1,46,"palo,",palo
1,47,ah,ah
1,48,"raxalaq',",raxalaq'
1,49,ah,ah
1,50,raxatzel,raxatzel
1,51,chu,chu
1,52,"qhaxic,",qhaxic
1,53,"rachbixic,",rachbixic
1,54,rachtzihoxic,rachtzihoxic
1,55,ri,ri
1,56,"iyom,",iyom
1,57,mamom,mamom
1,58,"xpiyacoc,",xpiyacoc
1,59,xmucane,xmucane
1,60,"vbi,",vbi
1,61,matzanel,matzanel
1,62,chuquenel,chuquenel
1,63,camul,camul
1,64,"yiom,",yiom
1,65,camul,camul
1,66,mamom,mamom
1,67,chuqhaxic,chuqhaxic
1,68,pa,pa
1,69,quiche,quiche
1,70,tzih.,tzih
2,0,ta,ta
2,1,xquitzihoh,xquitzihoh
2,2,ronohel,ronohel
2,3,ruq,ruq
2,4,xquiban,xquiban
2,5,chic,chic
2,6,chizaquil,chizaquil
2,7,"qolem,",qolem
2,8,zaquil,zaquil
2,9,tzih,tzih
2,10,vae,vae
2,11,xchicatzibah,xchicatzibah
2,12,chupan,chupan
2,13,chic,chic
2,14,vqhabal,vqhabal
2,15,Dios,dios
2,16,pa,pa
2,17,christianoil,christianoil
2,18,chic,chic
2,19,xchiquelezah,xchiquelezah
2,20,rumal,rumal
2,21,mahabi,mahabi
2,22,chic,chic
2,23,ilbal,ilbal
2,24,re,re
2,25,popo,popo
2,26,vvh.,vvh
3,0,ilbal,ilbal
3,1,zac,zac
3,2,petenac,petenac
3,3,chaca,chaca
3,4,palo.,palo
4,0,vtzihoxic,vtzihoxic
4,1,camuhibal,camuhibal
4,2,ilbal,ilbal
4,3,zacqazlem,zacqazlem
4,4,chuqhaxic.,chuqhaxic
5,0,qo,qo
5,1,nabe,nabe
5,2,"vuhil,",vuhil
5,3,oher,oher
5,4,tzibam,tzibam
5,5,puch,puch
5,6,xa,xa
5,7,eval,eval
5,8,vvach,vvach
5,9,ilol,ilol
5,10,"re,",re
5,11,bizol,bizol
5,12,"re,",re
5,13,nim,nim
5,14,"vpeoxic,",vpeoxic
5,15,vtzihoxic,vtzihoxic
5,16,"puch,",puch
5,17,ta,ta
5,18,chiquiz,chiquiz
5,19,tzuk,tzuk
5,20,ronohel,ronohel
5,21,cah,cah
5,22,"vleu,",vleu
5,23,vcah,vcah
5,24,"tzucuxic,",tzucuxic
5,25,vcah,vcah
5,26,xucutaxic,xucutaxic
5,27,"retaxic,",retaxic
5,28,vcah,vcah
5,29,"cheexic,",cheexic
5,30,vmeh,vmeh
5,31,"camaxic,",camaxic
5,32,vyuccamaxic,vyuccamaxic
5,33,vpa,vpa
5,34,"cah,",cah
5,35,vpa,vpa
5,36,vleu,vleu
5,37,cah,cah
5,38,"tzuc,",tzuc
5,39,cah,cah
5,40,xu,xu
5,41,cut,cut
5,42,chuqhaxic,chuqhaxic
5,43,rumal,rumal
5,44,ri,ri
5,45,tzacol,tzacol
5,46,bitol,bitol
5,47,"vchuch,",vchuch
5,48,vcahau,vcahau
5,49,qazlem,qazlem
5,50,"vinaquirem,",vinaquirem
5,51,"abanel,",abanel
5,52,"quxlanel,",quxlanel
5,53,alay,alay
5,54,"rech,",rech
5,55,quxlaay,quxlaay
5,56,rech,rech
5,57,zaquil,zaquil
5,58,"amaquil,",amaquil
5,59,zaquil,zaquil
5,60,"al,",al
5,61,zaquil,zaquil
5,62,"qahol,",qahol
5,63,"ahbiz,",ahbiz
5,64,ahnaoh,ahnaoh
5,65,chirech,chirech
5,66,ronohel,ronohel
5,67,ato,ato
5,68,qol,qol
5,69,vi,vi
5,70,cah,cah
5,71,vleu,vleu
5,72,cho,cho
5,73,palo,palo
6,0,ARE,are
6,1,V,v
6,2,TzIHOXIC,tzihoxic
6,3,VAE,vae
6,4,Cacatzinin,cacatzinin
6,5,"oc,",oc
6,6,caca,caca
6,7,chamam,chamam
6,8,oc,oc
6,9,catzinonic,catzinonic
6,10,"cacazilanic,",cacazilanic
6,11,caca,caca
6,12,"lolinic,",lolinic
6,13,catolona,catolona
6,14,puch,puch
6,15,v,v
6,16,pa,pa
6,17,cah.,cah
7,0,Vae,vae
7,1,cute,cute
7,2,nabe,nabe
7,3,tzih,tzih
7,4,nabe,nabe
7,5,vchan.,vchan
8,0,mahabi,mahabi
8,1,oq',oq'
8,2,hun,hun
8,3,"vinac,",vinac
8,4,hun,hun
8,5,"chicop,",chicop
8,6,"tziquin,",tziquin
8,7,"car,",car
8,8,"tap,",tap
8,9,che,che
8,10,"abah,",abah
8,11,"hul,",hul
8,12,"zivan,",zivan
8,13,"quim,",quim
8,14,quichelah;,quichelah
8,15,xa,xa
8,16,v,v
8,17,tu,tu
8,18,quel,quel
8,19,cah,cah
8,20,qolic.,qolic
9,0,maui,maui
9,1,calah,calah
9,2,v,v
9,3,vach,vach
9,4,vleu;,vleu
9,5,xa,xa
9,6,vtuquel,vtuquel
9,7,remanic,remanic
9,8,palo,palo
9,9,"vpacah,",vpacah
9,10,"ronohel,",ronohel
9,11,mahabi,mahabi
9,12,na,na
9,13,quila,quila
9,14,"camolobic,",camolobic
9,15,"cacotzobic,",cacotzobic
9,16,hun,hun
9,17,ta,ta
9,18,cazilobic,cazilobic
9,19,camal,camal
9,20,"cabantah,",cabantah
9,21,ca,ca
9,22,cotz,cotz
9,23,cabantah,cabantah
9,24,pa,pa
9,25,cah.,cah
10,0,xma,xma
10,1,qo,qo
10,2,vinaquila,vinaquila
10,3,"qolic,",qolic
10,4,yacalic;,yacalic
10,5,xa,xa
10,6,remanic,remanic
10,7,"ha,",ha
10,8,xa,xa
10,9,lianic,lianic
10,10,"palo,",palo
10,11,xa,xa
10,12,vtuquel,vtuquel
10,13,"remanic,",remanic
10,14,xma,xma
10,15,qo,qo
10,16,vi,vi
10,17,na,na
10,18,quilalo,quilalo
10,19,qolic;,qolic
10,20,xa,xa
10,21,cachamanic,cachamanic
10,22,catzininic,catzininic
10,23,chi,chi
10,24,"queq'um,",queq'um
10,25,chi,chi
10,26,"aq'ab,",aq'ab
10,27,xa,xa
10,28,vtuquel,vtuquel
10,29,ri,ri
10,30,"tzacol,",tzacol
10,31,"bitol,",bitol
10,32,"tepeu,",tepeu
10,33,gucumatz,gucumatz
10,34,e,e
10,35,"alom,",alom
10,36,e,e
10,37,qaholom,qaholom
10,38,qo,qo
10,39,pa,pa
10,40,ha,ha
10,41,zactetoh,zactetoh
10,42,e,e
10,43,qovi,qovi
10,44,e,e
10,45,mucutal,mucutal
10,46,pa,pa
10,47,"cuc,",cuc
10,48,pa,pa
10,49,raxon,raxon
10,50,are,are
10,51,vbinaam,vbinaam
10,52,viri,viri
10,53,gucumatz,gucumatz
10,54,e,e
10,55,nimac,nimac
10,56,"etamanel,",etamanel
10,57,e,e
10,58,nimac,nimac
10,59,ahnaoh,ahnaoh
10,60,chiqui,chiqui
10,61,qoheic;,qoheic
10,62,quehe,quehe
10,63,cut,cut
10,64,xax,xax
10,65,qo,qo
10,66,vi,vi
10,67,ri,ri
10,68,cah,cah
10,69,qonaipuch,qonaipuch
10,70,vqux,vqux
10,71,cah,cah
10,72,are,are
10,73,vbi,vbi
10,74,ri,ri
10,75,cabauil,cabauil
10,76,chuqhaxic.,chuqhaxic
11,0,Ta,ta
11,1,xpe,xpe
11,2,cut,cut
11,3,vtzih,vtzih
11,4,varal,varal
11,5,xul,xul
11,6,cuq,cuq
11,7,ri,ri
11,8,tepeu,tepeu
11,9,gucumatz,gucumatz
11,10,varal,varal
11,11,chi,chi
11,12,quecumal,quecumal
11,13,chi,chi
11,14,aq'abal,aq'abal
11,15,xqhau,xqhau
11,16,ruq,ruq
11,17,ri,ri
11,18,tepeu,tepeu
11,19,"gucumatz,",gucumatz
11,20,xe,xe
11,21,qha,qha
11,22,"cut,",cut
11,23,ta,ta
11,24,"xenaohinic,",xenaohinic
11,25,ta,ta
11,26,xe,xe
11,27,"bizonic,",bizonic
11,28,xerico,xerico
11,29,"quib,",quib
11,30,xquicuch,xquicuch
11,31,qui,qui
11,32,"tzih,",tzih
11,33,qui,qui
11,34,"naoh,",naoh
11,35,ta,ta
11,36,xcalah,xcalah
11,37,ta,ta
11,38,xquiquxlaah,xquiquxlaah
11,39,quib,quib
11,41,zac,zac
11,42,taxevi,taxevi
11,43,xcalah,xcalah
11,44,puch,puch
11,45,"vinac,",vinac
11,46,ta,ta
11,47,xquinaohih,xquinaohih
11,48,v,v
11,49,tzuquic,tzuquic
11,50,v,v
11,51,vinaquiric,vinaquiric
11,52,"che,",che
11,53,"caam,",caam
11,54,v,v
11,55,tzucuquic,tzucuquic
11,56,puch,puch
11,57,qazlem,qazlem
11,58,vinaquirem,vinaquirem
11,59,chi,chi
11,60,"queq'umal,",queq'umal
11,61,chi,chi
11,62,"aq'abal,",aq'abal
11,63,rumal,rumal
11,64,ri,ri
11,65,vqux,vqux
11,66,cah,cah
11,67,huracan,huracan
11,68,"vbi,",vbi
11,69,caculha,caculha
11,70,huracan,huracan
11,71,"nabe,",nabe
11,72,vcab,vcab
11,73,cut,cut
11,74,chipa,chipa
11,75,"caculha,",caculha
11,76,roxchic,roxchic
11,77,raxa,raxa
11,78,caculha,caculha
11,79,chi,chi
11,80,e,e
11,81,cu,cu
11,82,oxib,oxib
11,83,ri,ri
11,84,vqux,vqux
11,85,cah,cah
11,86,ta,ta
11,87,xeul,xeul
11,88,cuq,cuq
11,89,ri,ri
11,90,tepeu,tepeu
11,91,"gucumatz,",gucumatz
11,92,ta,ta
11,93,xnaohixic,xnaohixic
11,94,zac,zac
11,95,"qazlem,",qazlem
11,96,hupacha,hupacha
11,97,ta,ta
11,98,cha,cha
11,99,uaxoc,uaxoc
11,100,ta,ta
11,101,caquiro,caquiro
11,102,"puch,",puch
11,103,apachinac,apachinac
11,104,tzucul,tzucul
11,105,cool,cool
11,106,ta,ta
11,107,chuxoc,chuxoc
11,108,quixnohintah.,quixnohintah
12,0,areri,areri
12,1,ha,ha
12,2,chel,chel
12,3,tah,tah
12,4,"chihamatah,",chihamatah
12,5,chivinaquir,chivinaquir
12,6,va,va
12,7,vleu,vleu
12,8,vlaquel,vlaquel
12,9,ta,ta
12,10,curib,curib
12,11,chata,chata
12,12,"cut,",cut
12,13,ta,ta
12,14,chauaxoc,chauaxoc
12,15,ta,ta
12,16,"zaquiroc,",zaquiroc
12,17,cah,cah
12,18,"vleu,",vleu
12,19,ma,ma
12,20,ta,ta
12,21,cut,cut
12,22,v,v
12,23,quihilabal,quihilabal
12,24,vcalaibal,vcalaibal
12,25,ri,ri
12,26,catzac,catzac
12,27,cabit,cabit
12,28,ta,ta
12,29,vinaquiroc,vinaquiroc
12,30,vinac,vinac
12,31,tzac,tzac
12,32,vinac,vinac
12,33,bit,bit
12,34,xeqha,xeqha
12,35,cut,cut
12,36,ta,ta
12,37,xvinaquir,xvinaquir
12,38,cu,cu
12,39,ri,ri
12,40,vleu,vleu
12,41,cumal;,cumal
12,42,xaquitzih,xaquitzih
12,43,xqohe,xqohe
12,44,vi,vi
12,45,v,v
12,46,vinaquiric,vinaquiric
12,47,chivinaquir,chivinaquir
12,48,"vleu,",vleu
12,49,vleuh,vleuh
12,50,xecha,xecha
12,51,libah,libah
12,52,chi,chi
12,53,xvinaquiric;,xvinaquiric
12,54,queheri,queheri
12,55,xa,xa
12,56,tzutz,tzutz
12,57,xa,xa
12,58,mayui,mayui
12,59,v,v
12,60,vinaquiric,vinaquiric
12,61,chic,chic
12,62,u,u
12,63,pupuheic,pupuheic
12,64,ta,ta
12,65,xtape,xtape
12,66,pa,pa
12,67,ha,ha
12,68,ri,ri
12,69,huiub,huiub
12,70,huzuc,huzuc
12,71,nimac,nimac
12,72,huyub,huyub
12,73,xuxic,xuxic
12,74,xaqui,xaqui
12,75,naual,naual
12,76,xa,xa
12,77,qui,qui
12,78,puz,puz
12,79,xbanatah,xbanatah
12,80,vi,vi
12,81,vnaohixic,vnaohixic
12,82,huyub,huyub
12,83,"tacah,",tacah
12,84,huzuc,huzuc
12,85,rach,rach
12,86,vinaquiric,vinaquiric
12,87,v,v
12,88,"quizizil,",quizizil
12,89,v,v
12,90,pachahil,pachahil
12,91,v,v
12,92,vach.,vach
13,0,quehe,quehe
13,1,cut,cut
13,2,xquicot,xquicot
13,3,vi,vi
13,4,ri,ri
13,5,"qucumatz,",qucumatz
13,6,vtz,vtz
13,7,mi,mi
13,8,xatulic,xatulic
13,9,at,at
13,10,vqux,vqux
13,11,"cah,",cah
13,12,at,at
13,13,"huracan,",huracan
13,14,at,at
13,15,pu,pu
13,16,"chipicaculha,",chipicaculha
13,17,raxa,raxa
13,18,"caculha,",caculha
13,19,xchutzinic,xchutzinic
13,20,catzac,catzac
13,21,cabit,cabit
13,22,xeqha,xeqha
13,23,cut.,cut
14,0,nabe,nabe
14,1,cut,cut
14,2,xvinaquir,xvinaquir
14,3,vleuh,vleuh
14,4,huyub,huyub
14,5,"tacah,",tacah
14,6,xchobochox,xchobochox
14,7,vbe,vbe
14,8,ha,ha
14,9,xbiniheic,xbiniheic
14,10,colehe,colehe
14,11,racan,racan
14,12,xol,xol
14,13,tac,tac
14,14,"huyub,",huyub
14,15,xa,xa
14,16,chobol,chobol
14,17,chic,chic
14,18,xeqohe,xeqohe
14,19,vi,vi
14,20,"ha,",ha
14,21,ta,ta
14,22,xcutuniheic,xcutuniheic
14,23,nimac,nimac
14,24,huyub.,huyub
15,0,quehe,quehe
15,1,cut,cut
15,2,v,v
15,3,vinaquiric,vinaquiric
15,4,vlew,vlew
15,5,ri,ri
15,6,ta,ta
15,7,xvinaquiric,xvinaquiric
15,8,cumal,cumal
15,9,ri,ri
15,10,vqu,vqu
15,11,x,x
15,12,cah,cah
15,13,vqux,vqux
15,14,vleu,vleu
15,15,quevchaxic,quevchaxic
15,16,ri,ri
15,17,cute,cute
15,18,nabe,nabe
15,19,xquinohih,xquinohih
15,20,xcolo,xcolo
15,21,vi,vi
15,22,ri,ri
15,23,"cah,",cah
15,24,xcolo,xcolo
15,25,nai,nai
15,26,puch,puch
15,27,vleuh,vleuh
15,28,chupan,chupan
15,29,ha.,ha
16,0,quehe,quehe
16,1,cut,cut
16,2,vnaohixic,vnaohixic
16,3,ri,ri
16,4,ta,ta
16,5,xquinohih,xquinohih
16,6,ta,ta
16,7,xquibizoh,xquibizoh
16,8,rutzinic,rutzinic
16,9,vbana,vbana
16,10,tahic,tahic
16,11,cumal.,cumal
17,0,Ta,ta
17,1,xquinohih,xquinohih
17,2,chic,chic
17,3,vchicopil,vchicopil
17,4,huyub,huyub
17,5,chahal,chahal
17,6,re,re
17,7,quichelah,quichelah
17,8,"ronohel,",ronohel
17,9,vvinaquil,vvinaquil
17,10,huyub,huyub
17,11,ri,ri
17,12,"quieh,",quieh
17,13,"tziquin,",tziquin
17,14,"qoh,",qoh
17,15,"balam,",balam
