chunk,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,1.0000000000000004,0.21305265240636473,0.21934584770040366,0.09559998495469241,0.07704980197125953,0.049681842702903635,0.04775389835490862,0.09051598425962032,0.10277687114346191,0.1283254818574832,0.05312863488587351,0.06258762402082857,0.0901642489611973,0.07456850792998825,0.024001492314562452,0.05106593043229059,0.04350415220608784,0.055275021186188385,0.04602118004808515,0.018170036771252323,0.045445064855131924,0.032923756960483476,0.036246821709251455,0.0938086257652003,0.04783930397909025,0.0562377580948503,0.0314023411870921,0.13269038591987756,0.22189084123178734,0.199245712676005,0.2088969792994168,0.04361793860060008,0.04803508632679449,0.07410051136381562,0.054344276098519974,0.05865445538783319,0.04477173476975532,0.06014960460771036,0.02366668933039672,0.03760242134495709,0.04859330778284678,0.08085969339815588,0.08763870961631368,0.09602658823658412,0.08476745596991389,0.0651961107743677,0.06444903402901422,0.15927759537523695,0.05483325881094252,0.032928612130342906
2,0.21305265240636473,1.0000000000000002,0.16146951743334714,0.06849323038107002,0.05378141388589421,0.04429434444900393,0.04908561683741482,0.0784864049341685,0.19336034955262973,0.061843208748664766,0.050695598019875554,0.04313691440745289,0.05928544102593057,0.05945772930725117,0.03505562952709287,0.11035240938659795,0.07504764045916486,0.14818017782711307,0.03980786420670392,0.04198497485421797,0.04036099840788509,0.046826892100271786,0.05053067035868529,0.09033777437373573,0.048875743440198224,0.04107820421922268,0.04467485215485161,0.06268513465091845,0.19686742691164147,0.15256215005669974,0.17753015207085746,0.07262452043738611,0.07635392684063054,0.08272952528621375,0.09986032243443588,0.06179029386829891,0.1445668256975333,0.06369474064169359,0.04687225045729162,0.05114473342399066,0.056746651084854945,0.043378504022714294,0.057433682859292574,0.04869719289096998,0.03739198654493615,0.06202003431799246,0.03145265367631682,0.09785784420833954,0.01832731690263901,0.05385317490976933
3,0.21934584770040366,0.16146951743334714,1.0000000000000002,0.13296480815524214,0.10016790335571658,0.08746855994270056,0.03748213422951509,0.058016721401637085,0.07941581653913221,0.0855291367646785,0.06716303711367702,0.056610900388758364,0.07392840889660042,0.09108588789530289,0.05704545346471735,0.09175987461647629,0.0682714126834799,0.08442644640285785,0.042685139494264474,0.013630003933104335,0.03298523190700879,0.04518329031548465,0.0397880625342712,0.06656810207856481,0.032966190514325054,0.028608589593008067,0.0356898516390195,0.06899672822954017,0.16300640595971558,0.16317277088217458,0.1448598730576516,0.04937922704792114,0.06533346710032069,0.03443435641805838,0.07133526113070443,0.05244073212227633,0.049456394890144875,0.04892476646812174,0.014874160419501053,0.036244052645305794,0.08080763105824683,0.037901631641182695,0.03203979628669983,0.027973178362369,0.018683725841808767,0.03187155914819065,0.027763272586175496,0.09529099266011261,0.010803641362153367,0.0
4,0.09559998495469241,0.06849323038107002,0.13296480815524214,0.9999999999999991,0.2124899657781198,0.1792595345837852,0.09419565361072228,0.07122640048837489,0.07177335719156822,0.06873441693189959,0.089338570952947,0.06086085681145447,0.06437941672467339,0.09278482952247269,0.03675965258044661,0.09960909119094163,0.06424916698305912,0.0692556225391203,0.03618762182693866,0.02655291018230619,0.03318087500138445,0.045252049852209666,0.04227464826362651,0.06942238639594113,0.07224194014660767,0.06056241665954817,0.04975433657122397,0.08868643189472385,0.08031768248687249,0.09731237309345067,0.08744764617961015,0.0709693680244336,0.09521206444516347,0.06320820583371473,0.10239697764386835,0.08680193283425498,0.04723559920314919,0.0387974491796003,0.04023861648529808,0.04632297970911683,0.06903703544066762,0.04326344453641838,0.03906079319836377,0.040599745519561775,0.039963763360990424,0.0472833094012829,0.047687332488150415,0.07108241980764486,0.03601777321805388,0.019936788711673294
5,0.07704980197125953,0.05378141388589421,0.10016790335571658,0.2124899657781198,1.0000000000000002,0.46857268655857315,0.1573515350802514,0.30518933272025656,0.195534400715348,0.21075821597102248,0.1798279535441504,0.14746325750275133,0.09477446100210501,0.12675061924597647,0.0795580913290149,0.11536071606029874,0.08051341592436316,0.10907845267945589,0.07971369470196794,0.0542402482911326,0.049733065366953086,0.14263411048400315,0.10203427115269716,0.11560266806766815,0.08648386414882325,0.10331674876823373,0.06832088026207032,0.10222648768203835,0.08504935907080244,0.058030246070895186,0.07334284750608523,0.049761968877575335,0.059157015205412534,0.06334047593171578,0.04011877415533786,0.03272369999845643,0.03253251904404842,0.05063912657807895,0.04147347881645246,0.0469582521706353,0.049065073220112436,0.07091845747914353,0.04775582831365717,0.04230121763072233,0.03992979929635122,0.05073501946739926,0.040071806570813794,0.04903168642310809,0.028511344419410493,0.0
6,0.049681842702903635,0.04429434444900393,0.08746855994270056,0.1792595345837852,0.46857268655857315,1.0000000000000002,0.20497128764490855,0.26867391395947926,0.15566575847108888,0.1498719731529561,0.13055392003061692,0.1061812864913209,0.12097171603689734,0.13112649936095228,0.09083973826477489,0.08846114530795217,0.06878654052238448,0.09070770029997606,0.07755203990597016,0.058372310647328104,0.058458088835041666,0.15630534779947233,0.10523117875050272,0.09456533425587019,0.06440411865465288,0.12907334720967278,0.11488778026624198,0.07126281922910802,0.045158942525229666,0.07557373079011201,0.05419650911985299,0.04208889726427567,0.04555820577075999,0.053561061569107685,0.041251943987698415,0.03547412477453543,0.03722312096920791,0.05881112529908974,0.0481384744846229,0.08467503301334259,0.039783370612510166,0.041927747177697046,0.08534117674582906,0.11166172160513761,0.12930072723749408,0.09093106713035178,0.07297467205805908,0.0646079052198816,0.11467991752358275,0.011425688105700913
7,0.04775389835490862,0.04908561683741482,0.03748213422951509,0.09419565361072228,0.1573515350802514,0.20497128764490855,0.9999999999999999,0.25536450407672134,0.09776107874504127,0.04572589352181662,0.020764976053959116,0.040653886656015346,0.04222803941967025,0.08360442396829262,0.024613416244561172,0.05189699565584651,0.03995621267739671,0.06796030616634714,0.03220355266956734,0.039114950678062504,0.02264110785156772,0.11395184898087858,0.11615190268973614,0.04306479345865341,0.023289232143698747,0.062292497675778984,0.02518747112427845,0.0251424068081198,0.032499966024764765,0.023170223498860013,0.025262525814160604,0.014741683738054954,0.028966437130057317,0.014999710701124089,0.01959455624890512,0.024010560138188218,0.022961484311531256,0.0464423130740355,0.0293424500902567,0.034244530181852334,0.020827174127252664,0.023562075985139642,0.01637180873775831,0.0227623602389966,0.02306132519048328,0.028927376907328932,0.010356215498914263,0.01651684848795587,0.004190030875643179,0.023852211246068
8,0.09051598425962032,0.0784864049341685,0.058016721401637085,0.07122640048837489,0.30518933272025656,0.26867391395947926,0.25536450407672134,1.0000000000000002,0.2321691580440174,0.13473595542348912,0.0944184415498246,0.07941161615647886,0.08753525172002295,0.08902390715675053,0.0650453265122251,0.10471038475970423,0.0899411225964148,0.10981858423748249,0.07199531575674271,0.07143449409723725,0.05213964099363389,0.13760453942463904,0.10738326886488705,0.10914176141791873,0.10720054063530639,0.11663187959572432,0.05981158962047083,0.08621538998259992,0.05705587382992786,0.040799563708455694,0.06591713712994784,0.03172665078220167,0.0659893443330664,0.0708390061294815,0.05154717200918342,0.04911718877711028,0.054234554917542824,0.06619276779960373,0.04627105446544602,0.04934227833822609,0.054252028499531924,0.048720913948341264,0.04671013265388634,0.041754849106441665,0.02795081152704502,0.04758114493333692,0.04217455169764155,0.042641469773005786,0.01682481101270102,0.007041795834463423
9,0.10277687114346191,0.19336034955262973,0.07941581653913221,0.07177335719156822,0.195534400715348,0.15566575847108888,0.09776107874504127,0.2321691580440174,1.0000000000000013,0.11043276677961936,0.06106469426429087,0.03816228594180089,0.06772764065186639,0.08971276879967208,0.05263018095475561,0.14000245917239737,0.06348645245429653,0.0949055408242489,0.04584538242616218,0.06031107419925603,0.06613146356002245,0.11402124303777347,0.07975617109955378,0.0887438883278265,0.0680086290790233,0.07548567977395385,0.04991570009858482,0.07721187342300456,0.057338251936679074,0.10137323120310944,0.10610937323146594,0.04163237875503433,0.10072601473344948,0.048786562824612634,0.11481535192231389,0.06362271320482425,0.09890386420152418,0.06406752638628355,0.0448747231728666,0.059957792451678836,0.062396862195082226,0.05671831536427394,0.08608084571193876,0.028264649182692256,0.02724019904187747,0.07234699425357648,0.0527462597675969,0.07004579776131936,0.01768828917954451,0.0038332086653881698
10,0.1283254818574832,0.061843208748664766,0.0855291367646785,0.06873441693189959,0.21075821597102248,0.1498719731529561,0.04572589352181662,0.13473595542348912,0.11043276677961936,1.0000000000000004,0.3792492390023622,0.22942481278352442,0.1719256001432039,0.18502757434040534,0.15669701365765817,0.16948181034118898,0.09649691251116488,0.07580612460994755,0.1122556838827847,0.050123908124533156,0.17741045901016653,0.2184656476211254,0.10998162119215049,0.13620980797646587,0.18523738133475998,0.14862108960830553,0.17208271820570814,0.17335866538466124,0.07390203033968905,0.08256393132142253,0.0793903071274162,0.028457778138236488,0.039326436174175514,0.04397514653194426,0.025193660454909787,0.031100521211710558,0.039427970472470555,0.045634951829402026,0.05493716353951279,0.06561656971057765,0.034162063946975664,0.07562410814219758,0.0836288414016176,0.07638417619627022,0.11407736812989434,0.09476430932086745,0.054794284455338044,0.08985466552430067,0.08434113994870143,0.011726597517137853
