doc_id,para_num,line_id
0,0,1
1,0,2
2,0,3
3,0,4
4,0,5
5,0,6
6,0,7
7,0,8
8,1,1
9,2,1
10,2,2
11,2,3
12,2,4
13,2,5
14,2,6
15,2,7
16,2,8
17,2,9
18,2,10
19,2,11
20,2,12
21,2,13
22,2,14
23,2,15
24,2,16
25,2,17
26,2,18
27,3,1
28,3,2
29,3,3
30,3,4
31,3,5
32,3,6
33,3,7
34,3,8
35,3,9
36,3,10
37,3,11
38,3,12
39,3,13
40,3,14
41,3,15
42,3,16
43,3,17
44,3,18
45,3,19
46,3,20
47,3,21
48,3,22
49,3,23
50,3,24
51,3,25
52,3,26
53,3,27
54,4,1
55,4,2
56,4,3
57,4,4
58,4,5
59,4,6
60,4,7
61,4,8
62,4,9
63,4,10
64,4,11
65,4,12
66,4,13
67,4,14
68,4,15
69,4,16
70,4,17
71,4,18
72,4,19
73,4,20
74,4,21
75,4,22
76,4,23
77,4,24
78,4,25
79,4,26
80,4,27
81,4,28
82,4,29
83,4,30
84,4,31
85,4,32
86,4,33
87,4,34
88,4,35
89,4,36
90,4,37
91,4,38
92,4,39
93,4,40
94,4,41
95,4,42
96,4,43
97,4,44
98,5,1
99,5,2
100,5,3
101,5,4
102,5,5
103,5,6
104,5,7
105,5,8
106,5,9
107,5,10
108,6,1
109,6,2
110,6,3
111,6,4
112,6,5
113,6,6
114,6,7
115,6,8
116,6,9
117,6,10
118,6,11
119,6,12
120,7,1
121,7,2
122,7,3
123,7,4
124,7,5
125,7,6
126,7,7
127,7,8
128,8,1
129,8,2
130,8,3
131,8,4
132,8,5
133,8,6
134,8,7
135,8,8
136,8,9
137,8,10
138,8,11
139,8,12
140,8,13
141,8,14
142,8,15
143,8,16
144,8,17
145,8,18
146,9,1
147,9,2
148,9,3
149,9,4
150,9,5
151,9,6
152,9,7
153,9,8
154,9,9
155,9,10
156,9,11
157,9,12
158,9,13
159,9,14
160,9,15
161,10,1
162,10,2
163,10,3
164,10,4
165,10,5
166,10,6
167,10,7
168,10,8
169,10,9
170,10,10
171,10,11
172,10,12
173,10,13
174,10,14
175,10,15
176,10,16
177,10,17
178,10,18
179,10,19
180,10,20
181,10,21
182,10,22
183,10,23
184,10,24
185,10,25
186,10,26
187,10,27
188,10,28
189,10,29
190,10,30
191,10,31
192,10,32
193,10,33
194,10,34
195,10,35
196,11,1
197,11,2
198,11,3
199,11,4
200,11,5
201,11,6
202,11,7
203,11,8
204,11,9
205,11,10
206,11,11
207,11,12
208,11,13
209,11,14
210,11,15
211,11,16
212,11,17
213,11,18
214,11,19
215,11,20
216,11,21
217,11,22
218,11,23
219,11,24
220,11,25
221,11,26
222,11,27
223,11,28
224,11,29
225,11,30
226,12,1
227,12,2
228,12,3
229,12,4
230,12,5
231,12,6
232,12,7
233,12,8
234,12,9
235,12,10
236,12,11
237,12,12
238,12,13
239,12,14
240,12,15
241,12,16
242,12,17
243,12,18
244,12,19
245,12,20
246,12,21
247,12,22
248,12,23
249,13,1
