chap_num,I,F,J,A,C,H,B,D,G,E
1,0.9248189032574982,0.6975395920408967,1.4076323396923982,2.4104271629859646,0.7936660817217507,1.0677533870959286,0.5306903624175839,0.8426425433135315,0.7201218505793592,0.6196914452001737
2,1.1232248306515935,1.1962458758043695,1.2949255746879615,2.2263155705003705,1.1836546311478244,1.2842878901427404,1.0228805523596438,1.2843782568627469,1.1003579508223875,1.001648187965644
3,0.8100276576869035,0.6981160465094122,0.9889335704687169,2.3471405825502334,0.9973507385718433,0.9415897644121761,0.8634049812913158,0.788623224279637,0.6863058273021263,0.7356485977364536
4,0.8670313897286112,0.8376387392045371,0.6768534079163088,1.546474287668723,1.1061641914188909,1.6264878461357493,0.7164205822629682,0.6226998511057313,0.7470054895728704,1.0206657800412064
5,0.9753083353750606,1.0439792262915226,0.711185296187938,2.092934676657545,1.060212658422272,1.2819064515023444,1.01465088732661,0.7680107446558551,0.8197823000785239,0.8230024813088571
6,0.9215809986240951,1.0725335715723041,1.0833539835882082,2.4887039367447557,1.020035594960716,1.5137023091817756,1.1373278808151461,0.9551991228479593,0.7537338106931099,0.8824848630885007
7,1.0797781083336337,0.8276990250478565,1.3981847046617997,2.516209497668335,1.0383907309928793,1.595470286893574,1.0280989673699892,1.0553868883575361,0.9807502523617228,0.8410512566918537
8,1.0727328087686137,1.07887011501973,0.9771108760801847,1.7768534405226128,1.0941101406021885,1.4005036118139929,1.531268987976766,0.9858737160359935,1.113788939122252,0.8788639033861156
9,0.9610985600952088,0.7166667209944636,1.0733756606647291,1.640477672997041,2.003243200224031,1.1728072092170598,0.870628393810627,0.9969565251929505,1.105739981019019,0.7823351553819964
10,1.0418693733716995,1.1312114625198475,0.9773636580357045,1.1346999341162476,2.862068254417298,1.1342768634408205,0.9778835791905639,0.985510981449652,1.0248425733619844,0.9092170786554065
11,0.6498440299706122,1.345545521400602,0.842980403631074,0.8038380312503324,2.476978438977619,1.2355937147852278,1.229754695644236,0.949638404172612,1.4682655125106658,1.1515346940608835
12,0.8008772852989755,1.4007359206464272,0.684303778183205,0.9128685044791555,2.5921280166623037,1.3082690278383682,1.1445280666201714,0.7873147965764001,1.2374018774580322,1.2406049523864573
13,0.7370526342058887,1.270473931776549,0.6328503727891742,0.7065324141104201,2.3613812208663068,1.2116014925009504,1.0913684908002201,0.7124082603079563,1.1792689236177347,1.126170286624371
14,0.9555217462975143,1.2868970486383144,0.918020962161273,1.1151817786658567,2.3582772558782072,1.4531387404281,1.1207972332842797,0.970078330651389,1.232740886087943,1.1809575636733656
15,0.9077318400982713,1.3767500503133838,0.9187622617690081,1.0400609782604695,2.0782559811174655,2.3519813414051294,0.729179138977918,0.9572157465391751,1.3959578832734896,0.9517648977577066
16,0.8221295337088367,1.4919353541289921,1.3710545580546993,1.1398219149687565,1.2990765417021197,1.606312209509024,1.1166481636644516,1.9058258695350316,1.4021106872323599,1.227584737199525
17,0.6425682256786446,1.492309915752351,0.9557296460859177,0.6575868121587152,1.1064872747983117,1.1927438449423302,1.3385736052222852,1.5753844008327766,1.2791385962616482,1.5139286020282208
18,0.8470519811110012,2.0851577776776606,1.0632631699433033,0.7890547001267636,1.2104271303113905,1.285488499631559,1.2596902348625465,1.2301471665184414,1.5091646671076628,1.734966891237435
