term_str,df,dp,dh,sig
a,15,0.1875,0.45281953111478324,True
a',7,0.0875,0.3075251526226038,True
a'on,2,0.025,0.13304820237218407,False
ab'aj,24,0.3,0.5210896782498619,True
ab'ajil,1,0.0125,0.07902410118609204,False
ab'anel,1,0.0125,0.07902410118609204,False
ab'ix,2,0.025,0.13304820237218407,False
ab'ixik,2,0.025,0.13304820237218407,False
ab'ixom,1,0.0125,0.07902410118609204,False
achaq,1,0.0125,0.07902410118609204,False
achb'ilan,1,0.0125,0.07902410118609204,False
achb'ilay,2,0.025,0.13304820237218407,False
achij,9,0.1125,0.3546003480125681,True
achijab',3,0.0375,0.17763620978123273,True
achijil,1,0.0125,0.07902410118609204,False
achijilal,1,0.0125,0.07902410118609204,False
achinaq,1,0.0125,0.07902410118609204,False
ah,5,0.0625,0.25,True
aj,46,0.575,0.459060529827451,True
ajache',2,0.025,0.13304820237218407,False
ajal,4,0.05,0.21609640474436814,True
ajam,8,0.1,0.33219280948873625,True
ajaw,30,0.375,0.5306390622295664,True
ajawab',32,0.4,0.528771237954945,True
ajawal,1,0.0125,0.07902410118609204,False
ajawarem,9,0.1125,0.3546003480125681,True
aji,1,0.0125,0.07902410118609204,False
ajilam,1,0.0125,0.07902410118609204,False
ajilan,12,0.15,0.4105448391249309,True
ajilatal,1,0.0125,0.07902410118609204,False
ak'alab',1,0.0125,0.07902410118609204,False
ak'u'wil,1,0.0125,0.07902410118609204,False
akab',2,0.025,0.13304820237218407,False
akarok,8,0.1,0.33219280948873625,True
aki,1,0.0125,0.07902410118609204,False
akul,3,0.0375,0.17763620978123273,True
akutek,3,0.0375,0.17763620978123273,True
al,10,0.125,0.375,True
ala,2,0.025,0.13304820237218407,False
ala',1,0.0125,0.07902410118609204,False
alachinaq,1,0.0125,0.07902410118609204,False
alal,1,0.0125,0.07902410118609204,False
alanel,1,0.0125,0.07902410118609204,False
alaq,1,0.0125,0.07902410118609204,False
alay,2,0.025,0.13304820237218407,False
alib',1,0.0125,0.07902410118609204,False
alk'u'al,2,0.025,0.13304820237218407,False
alom,8,0.1,0.33219280948873625,True
alub'ik,1,0.0125,0.07902410118609204,False
ama',1,0.0125,0.07902410118609204,False
amaq',30,0.375,0.5306390622295664,True
amaq'el,3,0.0375,0.17763620978123273,True
amaq'il,1,0.0125,0.07902410118609204,False
ana,2,0.025,0.13304820237218407,False
anab',1,0.0125,0.07902410118609204,False
anilab'ik,1,0.0125,0.07902410118609204,False
anim,5,0.0625,0.25,True
anom,1,0.0125,0.07902410118609204,False
apa,22,0.275,0.512186530968768,True
apachina,2,0.025,0.13304820237218407,False
apachinaq,2,0.025,0.13304820237218407,False
apanoq,13,0.1625,0.42599186122126886,True
aponoq,8,0.1,0.33219280948873625,True
aq,6,0.075,0.28027241956246546,True
aq'ab',31,0.3875,0.5299960664939387,True
aq'ab'a',1,0.0125,0.07902410118609204,False
aq'ab'al,6,0.075,0.28027241956246546,True
aq'ab'il,1,0.0125,0.07902410118609204,False
aq'am,1,0.0125,0.07902410118609204,False
aq'an,1,0.0125,0.07902410118609204,False
aq'anik,1,0.0125,0.07902410118609204,False
aq'anoq,11,0.1375,0.39359326548438395,True
aqaj,1,0.0125,0.07902410118609204,False
aqan,1,0.0125,0.07902410118609204,False
are,21,0.2625,0.506522801428508,True
are',77,0.9625,0.05307374591024357,False
astapulul,1,0.0125,0.07902410118609204,False
at,24,0.3,0.5210896782498619,True
ata,2,0.025,0.13304820237218407,False
ata'n,2,0.025,0.13304820237218407,False
atan,1,0.0125,0.07902410118609204,False
ati't,10,0.125,0.375,True
atob',1,0.0125,0.07902410118609204,False
atok'ol,1,0.0125,0.07902410118609204,False
atz'iaq,2,0.025,0.13304820237218407,False
atz'iyaq,2,0.025,0.13304820237218407,False
awal,1,0.0125,0.07902410118609204,False
awasinik,1,0.0125,0.07902410118609204,False
awaxib'al,1,0.0125,0.07902410118609204,False
awe,3,0.0375,0.17763620978123273,True
awech,1,0.0125,0.07902410118609204,False
awecha',2,0.025,0.13304820237218407,False
aweta'm,1,0.0125,0.07902410118609204,False
awi,1,0.0125,0.07902410118609204,False
awib',1,0.0125,0.07902410118609204,False
awila,1,0.0125,0.07902410118609204,False
awilix,16,0.2,0.46438561897747244,True
awitzmal,1,0.0125,0.07902410118609204,False
awuk',1,0.0125,0.07902410118609204,False
awumal,3,0.0375,0.17763620978123273,True
b'a,38,0.475,0.5101502761857939,True
b'a'tz,1,0.0125,0.07902410118609204,False
b'alam,32,0.4,0.528771237954945,True
b'alami,3,0.0375,0.17763620978123273,True
b'alamil,1,0.0125,0.07902410118609204,False
b'alax,1,0.0125,0.07902410118609204,False
b'am,1,0.0125,0.07902410118609204,False
b'an,1,0.0125,0.07902410118609204,False
b'ana,1,0.0125,0.07902410118609204,False
b'ana',2,0.025,0.13304820237218407,False
b'anatajik,1,0.0125,0.07902410118609204,False
b'anik,3,0.0375,0.17763620978123273,True
b'anoj,13,0.1625,0.42599186122126886,True
b'anol,5,0.0625,0.25,True
b'aq,11,0.1375,0.39359326548438395,True
b'aq',13,0.1625,0.42599186122126886,True
b'aqil,5,0.0625,0.25,True
b'ate,7,0.0875,0.3075251526226038,True
b'atena,1,0.0125,0.07902410118609204,False
b'atz',9,0.1125,0.3546003480125681,True
b'atz'a,1,0.0125,0.07902410118609204,False
b'ayatajik,1,0.0125,0.07902410118609204,False
b'e,20,0.25,0.5,True
b'e'al,1,0.0125,0.07902410118609204,False
b'e'el,5,0.0625,0.25,True
b'e'ik,1,0.0125,0.07902410118609204,False
b'ek,1,0.0125,0.07902410118609204,False
b'ele,1,0.0125,0.07902410118609204,False
b'elej,5,0.0625,0.25,True
b'elejeb',8,0.1,0.33219280948873625,True
b'enam,1,0.0125,0.07902410118609204,False
b'enaq,1,0.0125,0.07902410118609204,False
b'i,47,0.5875,0.45081180538571347,True
b'i',65,0.8125,0.24339272901036269,True
b'i'j,1,0.0125,0.07902410118609204,False
b'i'nam,9,0.1125,0.3546003480125681,True
b'i'oq,2,0.025,0.13304820237218407,False
b'i'xik,2,0.025,0.13304820237218407,False
b'ichoq',1,0.0125,0.07902410118609204,False
b'ik,3,0.0375,0.17763620978123273,True
b'inib'al,5,0.0625,0.25,True
b'inik,1,0.0125,0.07902410118609204,False
b'inowik,1,0.0125,0.07902410118609204,False
b'iq'itajik,1,0.0125,0.07902410118609204,False
b'is,4,0.05,0.21609640474436814,True
b'isol,1,0.0125,0.07902410118609204,False
b'it,11,0.1375,0.39359326548438395,True
b'itaxik,1,0.0125,0.07902410118609204,False
b'itik,3,0.0375,0.17763620978123273,True
b'itoj,1,0.0125,0.07902410118609204,False
b'itol,9,0.1125,0.3546003480125681,True
b'ix,11,0.1375,0.39359326548438395,True
b'ixik,6,0.075,0.28027241956246546,True
b'iyik,1,0.0125,0.07902410118609204,False
b'iyo,1,0.0125,0.07902410118609204,False
b'o'j,1,0.0125,0.07902410118609204,False
b'ochi',1,0.0125,0.07902410118609204,False
b'olaj,1,0.0125,0.07902410118609204,False
b'olik,1,0.0125,0.07902410118609204,False
b'olol,1,0.0125,0.07902410118609204,False
b'oqotajinaq,1,0.0125,0.07902410118609204,False
b'uchu,1,0.0125,0.07902410118609204,False
b'us,1,0.0125,0.07902410118609204,False
b'usaj,1,0.0125,0.07902410118609204,False
b'utik,2,0.025,0.13304820237218407,False
castillan,1,0.0125,0.07902410118609204,False
caxtilan,1,0.0125,0.07902410118609204,False
ch'a,2,0.025,0.13304820237218407,False
ch'a'oj,3,0.0375,0.17763620978123273,True
ch'a'ojil,1,0.0125,0.07902410118609204,False
ch'ab',5,0.0625,0.25,True
ch'ab'a,3,0.0375,0.17763620978123273,True
ch'ab'al,8,0.1,0.33219280948873625,True
ch'ab'i,2,0.025,0.13304820237218407,False
ch'ajo'n,1,0.0125,0.07902410118609204,False
ch'ajo'nik,1,0.0125,0.07902410118609204,False
ch'ajom,1,0.0125,0.07902410118609204,False
ch'ak,2,0.025,0.13304820237218407,False
ch'aka,1,0.0125,0.07902410118609204,False
ch'akab'al,1,0.0125,0.07902410118609204,False
ch'akajoq,1,0.0125,0.07902410118609204,False
ch'akat,2,0.025,0.13304820237218407,False
ch'akatajik,13,0.1625,0.42599186122126886,True
ch'akatajinaq,1,0.0125,0.07902410118609204,False
ch'akb'al,2,0.025,0.13304820237218407,False
ch'akik,3,0.0375,0.17763620978123273,True
ch'akimal,1,0.0125,0.07902410118609204,False
ch'akix,1,0.0125,0.07902410118609204,False
ch'ako'n,2,0.025,0.13304820237218407,False
ch'akob'al,1,0.0125,0.07902410118609204,False
ch'aktik,1,0.0125,0.07902410118609204,False
ch'alami,1,0.0125,0.07902410118609204,False
ch'ami'y,3,0.0375,0.17763620978123273,True
ch'ami'ya,4,0.05,0.21609640474436814,True
ch'ami'yal,1,0.0125,0.07902410118609204,False
ch'aq,1,0.0125,0.07902410118609204,False
ch'aqa,3,0.0375,0.17763620978123273,True
ch'aqa'p,2,0.025,0.13304820237218407,False
ch'aqalik,1,0.0125,0.07902410118609204,False
ch'aqimal,1,0.0125,0.07902410118609204,False
ch'ata,2,0.025,0.13304820237218407,False
ch'atam,1,0.0125,0.07902410118609204,False
ch'awik,1,0.0125,0.07902410118609204,False
ch'ayatajik,1,0.0125,0.07902410118609204,False
ch'ayik,1,0.0125,0.07902410118609204,False
ch'ek,4,0.05,0.21609640474436814,True
ch'eken,1,0.0125,0.07902410118609204,False
ch'elem,1,0.0125,0.07902410118609204,False
